,TokenIndex
2277,"[652, 3135]"
2278,"[653, 1349]"
2279,"[654, 2740]"
2280,"[654, 2767]"
2281,"[654, 2781]"
2282,"[654, 2791]"
2283,"[654, 2801]"
2284,"[655, 1351]"
2285,"[656, 109]"
2286,"[657, 1701]"
2287,"[658, 1772]"
2288,"[658, 1864]"
2289,"[658, 2021]"
2290,"[658, 2054]"
2291,"[658, 2360]"
2292,"[658, 2861]"
2293,"[659, 1709]"
2294,"[660, 1980]"
2295,"[661, 1706]"
2296,"[661, 2668]"
2297,"[662, 2665]"
2298,"[663, 1932]"
2299,"[664, 482]"
2300,"[664, 1708]"
2301,"[665, 1690]"
2302,"[666, 2983]"
2303,"[666, 3116]"
2304,"[667, 102]"
2305,"[668, 806]"
2306,"[668, 809]"
2307,"[668, 1211]"
2308,"[669, 2366]"
2309,"[670, 1918]"
2310,"[671, 186]"
2311,"[671, 280]"
2312,"[672, 2010]"
2313,"[673, 2523]"
2314,"[674, 624]"
2315,"[674, 3129]"
2316,"[674, 3137]"
2317,"[675, 1887]"
2318,"[676, 2856]"
2319,"[677, 2028]"
2320,"[677, 2074]"
2321,"[677, 2532]"
2322,"[678, 2750]"
2323,"[679, 1634]"
2324,"[680, 2837]"
2325,"[681, 2270]"
2326,"[682, 1478]"
2327,"[682, 1547]"
2328,"[682, 2056]"
2329,"[682, 2362]"
2330,"[682, 2418]"
2331,"[682, 2465]"
2332,"[682, 2759]"
2333,"[683, 1724]"
2334,"[684, 2596]"
2335,"[685, 745]"
2336,"[686, 387]"
2337,"[686, 1702]"
2338,"[686, 1734]"
2339,"[686, 1751]"
2340,"[686, 3029]"
2341,"[686, 3145]"
2342,"[687, 1743]"
2343,"[688, 101]"
2344,"[688, 2500]"
2345,"[689, 53]"
2346,"[689, 213]"
2347,"[690, 114]"
2348,"[690, 175]"
2349,"[690, 215]"
2350,"[690, 226]"
2351,"[690, 246]"
2352,"[690, 282]"
2353,"[690, 286]"
2354,"[690, 300]"
2355,"[690, 323]"
2356,"[690, 333]"
2357,"[690, 362]"
2358,"[690, 373]"
2359,"[690, 437]"
2360,"[690, 445]"
2361,"[690, 449]"
2362,"[690, 473]"
2363,"[690, 476]"
2364,"[690, 493]"
2365,"[690, 501]"
2366,"[690, 507]"
2367,"[690, 530]"
2368,"[690, 544]"
2369,"[690, 548]"
2370,"[690, 558]"
2371,"[690, 563]"
2372,"[690, 568]"
2373,"[690, 574]"
2374,"[690, 579]"
2375,"[690, 583]"
2376,"[690, 588]"
2377,"[690, 594]"
2378,"[690, 601]"
2379,"[690, 608]"
2380,"[690, 623]"
2381,"[690, 629]"
2382,"[690, 645]"
2383,"[690, 647]"
2384,"[690, 650]"
2385,"[690, 657]"
2386,"[690, 669]"
2387,"[690, 673]"
2388,"[690, 680]"
2389,"[690, 684]"
2390,"[690, 715]"
2391,"[690, 723]"
2392,"[690, 762]"
2393,"[690, 768]"
2394,"[690, 771]"
2395,"[690, 776]"
2396,"[690, 781]"
2397,"[690, 804]"
2398,"[690, 818]"
2399,"[690, 841]"
2400,"[690, 847]"
2401,"[690, 859]"
2402,"[690, 872]"
2403,"[690, 884]"
2404,"[690, 911]"
2405,"[690, 915]"
2406,"[690, 919]"
2407,"[690, 926]"
2408,"[690, 929]"
2409,"[690, 932]"
2410,"[690, 939]"
2411,"[690, 943]"
2412,"[690, 950]"
2413,"[690, 954]"
2414,"[690, 965]"
2415,"[690, 973]"
2416,"[690, 980]"
2417,"[690, 987]"
2418,"[690, 994]"
2419,"[690, 1001]"
2420,"[690, 1006]"
2421,"[690, 1012]"
2422,"[690, 1053]"
2423,"[690, 1059]"
2424,"[690, 1069]"
2425,"[690, 1079]"
2426,"[690, 1087]"
2427,"[690, 1096]"
2428,"[690, 1101]"
2429,"[690, 1109]"
2430,"[690, 1119]"
2431,"[690, 1128]"
2432,"[690, 1131]"
2433,"[690, 1140]"
2434,"[690, 1165]"
2435,"[690, 1177]"
2436,"[690, 1186]"
2437,"[690, 1195]"
2438,"[690, 1232]"
2439,"[690, 1243]"
2440,"[690, 1250]"
2441,"[690, 1254]"
2442,"[690, 1262]"
2443,"[690, 1265]"
2444,"[690, 1270]"
2445,"[690, 1279]"
2446,"[690, 1298]"
2447,"[690, 1316]"
2448,"[690, 1321]"
2449,"[690, 1325]"
2450,"[690, 1333]"
2451,"[690, 1339]"
2452,"[690, 1365]"
2453,"[690, 1374]"
2454,"[690, 1383]"
2455,"[690, 1413]"
2456,"[690, 1421]"
2457,"[690, 1429]"
2458,"[690, 1456]"
2459,"[690, 1461]"
2460,"[690, 1464]"
2461,"[690, 1474]"
2462,"[690, 1483]"
2463,"[690, 1485]"
2464,"[690, 1489]"
2465,"[690, 1514]"
2466,"[690, 1538]"
2467,"[690, 1546]"
2468,"[690, 1550]"
2469,"[690, 1556]"
2470,"[690, 1568]"
2471,"[690, 1582]"
2472,"[690, 1586]"
2473,"[690, 1598]"
2474,"[690, 1603]"
2475,"[690, 1610]"
2476,"[690, 1612]"
2477,"[690, 1617]"
2478,"[690, 1637]"
2479,"[690, 1646]"
2480,"[690, 1685]"
2481,"[690, 1697]"
2482,"[690, 1699]"
2483,"[690, 1703]"
2484,"[690, 1718]"
2485,"[690, 1738]"
2486,"[690, 1762]"
2487,"[690, 1782]"
2488,"[690, 1787]"
2489,"[690, 1806]"
2490,"[690, 1810]"
2491,"[690, 1828]"
2492,"[690, 1841]"
2493,"[690, 1854]"
2494,"[690, 1859]"
2495,"[690, 1876]"
2496,"[690, 1916]"
2497,"[690, 1940]"
2498,"[690, 1947]"
2499,"[690, 1995]"
2500,"[690, 2012]"
2501,"[690, 2051]"
2502,"[690, 2112]"
2503,"[690, 2156]"
2504,"[690, 2163]"
2505,"[690, 2173]"
2506,"[690, 2179]"
2507,"[690, 2188]"
2508,"[690, 2203]"
2509,"[690, 2210]"
2510,"[690, 2217]"
2511,"[690, 2252]"
2512,"[690, 2264]"
2513,"[690, 2267]"
2514,"[690, 2328]"
2515,"[690, 2403]"
2516,"[690, 2415]"
2517,"[690, 2438]"
2518,"[690, 2449]"
2519,"[690, 2457]"
2520,"[690, 2461]"
2521,"[690, 2468]"
2522,"[690, 2537]"
2523,"[690, 2552]"
2524,"[690, 2554]"
2525,"[690, 2557]"
2526,"[690, 2583]"
2527,"[690, 2595]"
2528,"[690, 2648]"
2529,"[690, 2650]"
2530,"[690, 2663]"
2531,"[690, 2687]"
2532,"[690, 2689]"
2533,"[690, 2692]"
2534,"[690, 2708]"
2535,"[690, 2719]"
2536,"[690, 2733]"
2537,"[690, 2744]"
2538,"[690, 2751]"
2539,"[690, 2755]"
2540,"[690, 2775]"
2541,"[690, 2811]"
2542,"[690, 2819]"
2543,"[690, 2824]"
2544,"[690, 2829]"
2545,"[690, 2835]"
2546,"[690, 2845]"
2547,"[690, 2864]"
2548,"[690, 2873]"
2549,"[690, 2885]"
2550,"[690, 2887]"
2551,"[690, 2911]"
2552,"[690, 2941]"
2553,"[690, 3005]"
2554,"[690, 3014]"
2555,"[690, 3044]"
2556,"[690, 3049]"
2557,"[690, 3054]"
2558,"[690, 3057]"
2559,"[690, 3065]"
2560,"[690, 3074]"
2561,"[690, 3087]"
2562,"[690, 3093]"
2563,"[690, 3104]"
2564,"[690, 3107]"
2565,"[690, 3157]"
2566,"[690, 3166]"
2567,"[691, 408]"
2568,"[691, 2281]"
2569,"[691, 2300]"
2570,"[691, 2309]"
2571,"[691, 2320]"
2572,"[691, 2329]"
2573,"[691, 2363]"
2574,"[692, 429]"
2575,"[692, 2390]"
2576,"[692, 2630]"
2577,"[692, 2639]"
2578,"[692, 2675]"
2579,"[693, 2304]"
2580,"[693, 2341]"
2581,"[694, 3]"
2582,"[694, 19]"
2583,"[694, 30]"
2584,"[694, 103]"
2585,"[694, 119]"
2586,"[694, 155]"
2587,"[694, 167]"
2588,"[694, 233]"
2589,"[694, 254]"
2590,"[694, 263]"
2591,"[694, 303]"
2592,"[694, 327]"
2593,"[694, 391]"
2594,"[694, 424]"
2595,"[694, 465]"
2596,"[694, 534]"
2597,"[694, 539]"
2598,"[694, 617]"
2599,"[694, 663]"
2600,"[694, 1423]"
2601,"[694, 1513]"
2602,"[694, 1605]"
2603,"[694, 1659]"
2604,"[694, 1790]"
2605,"[694, 1818]"
2606,"[694, 1902]"
2607,"[694, 2087]"
2608,"[694, 2092]"
2609,"[694, 2145]"
2610,"[694, 2258]"
2611,"[694, 2395]"
2612,"[694, 2567]"
2613,"[694, 2574]"
2614,"[694, 2590]"
2615,"[694, 2655]"
2616,"[694, 2658]"
2617,"[694, 2724]"
2618,"[694, 2832]"
2619,"[694, 2928]"
2620,"[694, 2937]"
2621,"[694, 2950]"
2622,"[694, 3039]"
2623,"[694, 3171]"
2624,"[695, 2680]"
2625,"[696, 923]"
2626,"[697, 2620]"
2627,"[698, 2126]"
2628,"[699, 3089]"
2629,"[700, 869]"
2630,"[701, 108]"
2631,"[702, 937]"
2632,"[703, 1061]"
2633,"[704, 1370]"
2634,"[704, 2149]"
2635,"[705, 436]"
2636,"[705, 454]"
2637,"[705, 576]"
2638,"[705, 709]"
2639,"[705, 717]"
2640,"[705, 719]"
2641,"[705, 727]"
2642,"[705, 730]"
2643,"[705, 975]"
2644,"[705, 977]"
2645,"[705, 982]"
2646,"[705, 984]"
2647,"[705, 989]"
2648,"[705, 991]"
2649,"[705, 996]"
2650,"[705, 1003]"
2651,"[705, 1009]"
2652,"[705, 1014]"
2653,"[705, 1016]"
2654,"[705, 1274]"
2655,"[705, 2162]"
2656,"[705, 2167]"
2657,"[705, 2171]"
2658,"[705, 2707]"
2659,"[705, 2899]"
2660,"[705, 2909]"
2661,"[705, 2913]"
2662,"[706, 2646]"
2663,"[706, 3010]"
2664,"[706, 3061]"
2665,"[706, 3072]"
2666,"[707, 3092]"
2667,"[708, 1435]"
2668,"[709, 2495]"
2669,"[710, 2888]"
2670,"[711, 835]"
2671,"[712, 800]"
2672,"[713, 1028]"
2673,"[714, 1623]"
2674,"[715, 2891]"
2675,"[716, 3184]"
2676,"[717, 6]"
2677,"[718, 137]"
2678,"[718, 141]"
2679,"[718, 146]"
2680,"[718, 150]"
2681,"[719, 2335]"
2682,"[720, 450]"
2683,"[720, 2865]"
2684,"[720, 2875]"
2685,"[721, 2011]"
2686,"[722, 179]"
2687,"[723, 10]"
2688,"[723, 13]"
2689,"[724, 2306]"
2690,"[724, 2383]"
2691,"[725, 3019]"
2692,"[725, 3025]"
2693,"[725, 3031]"
2694,"[726, 587]"
2695,"[726, 1308]"
2696,"[727, 870]"
2697,"[728, 1375]"
2698,"[728, 1384]"
2699,"[728, 2649]"
2700,"[728, 3075]"
2701,"[728, 3158]"
2702,"[729, 2477]"
2703,"[730, 1311]"
2704,"[730, 2401]"
2705,"[730, 3067]"
2706,"[730, 3070]"
2707,"[731, 848]"
2708,"[731, 1142]"
2709,"[731, 1866]"
2710,"[732, 3053]"
2711,"[733, 2693]"
2712,"[734, 1347]"
2713,"[735, 3176]"
2714,"[736, 2454]"
2715,"[737, 1741]"
2716,"[738, 45]"
2717,"[738, 245]"
2718,"[738, 287]"
2719,"[738, 380]"
2720,"[738, 1535]"
2721,"[738, 1728]"
2722,"[738, 1992]"
2723,"[738, 2015]"
2724,"[738, 2077]"
2725,"[738, 2756]"
2726,"[738, 3105]"
2727,"[739, 395]"
2728,"[739, 1963]"
2729,"[739, 1969]"
2730,"[739, 2041]"
2731,"[740, 3115]"
2732,"[741, 1173]"
2733,"[742, 1431]"
2734,"[742, 2747]"
2735,"[743, 318]"
2736,"[743, 461]"
2737,"[744, 2690]"
2738,"[745, 347]"
2739,"[745, 356]"
2740,"[745, 644]"
2741,"[745, 649]"
2742,"[745, 1239]"
2743,"[745, 1387]"
2744,"[746, 458]"
2745,"[746, 2930]"
2746,"[747, 1811]"
2747,"[748, 1914]"
2748,"[748, 1921]"
2749,"[748, 1927]"
2750,"[748, 1959]"
2751,"[749, 2902]"
2752,"[750, 854]"
2753,"[751, 1621]"
2754,"[751, 1635]"
2755,"[752, 856]"
2756,"[752, 1227]"
2757,"[752, 1234]"
2758,"[752, 1338]"
2759,"[752, 1412]"
2760,"[752, 1417]"
2761,"[753, 803]"
2762,"[753, 1080]"
2763,"[753, 1334]"
2764,"[754, 1636]"
2765,"[755, 223]"
2766,"[755, 494]"
2767,"[755, 1280]"
2768,"[755, 1395]"
2769,"[755, 1508]"
2770,"[755, 2195]"
2771,"[755, 2224]"
2772,"[755, 2231]"
2773,"[756, 2191]"
2774,"[757, 2584]"
2775,"[758, 734]"
2776,"[758, 739]"
2777,"[758, 1018]"
2778,"[758, 1023]"
2779,"[758, 1034]"
2780,"[758, 1065]"
2781,"[758, 1299]"
2782,"[758, 1306]"
2783,"[758, 3037]"
2784,"[759, 78]"
2785,"[759, 352]"
2786,"[759, 355]"
2787,"[759, 648]"
2788,"[759, 1380]"
2789,"[759, 1386]"
2790,"[760, 80]"
2791,"[760, 85]"
2792,"[760, 343]"
2793,"[760, 346]"
2794,"[760, 349]"
2795,"[760, 640]"
2796,"[760, 643]"
2797,"[760, 905]"
2798,"[760, 1238]"
2799,"[760, 1371]"
2800,"[760, 2265]"
2801,"[761, 62]"
2802,"[761, 217]"
2803,"[762, 474]"
2804,"[762, 2416]"
2805,"[763, 361]"
2806,"[763, 1420]"
2807,"[763, 1428]"
2808,"[764, 860]"
2809,"[764, 1414]"
2810,"[765, 793]"
2811,"[765, 1368]"
2812,"[765, 1410]"
2813,"[766, 2001]"
2814,"[767, 1466]"
2815,"[767, 1472]"
2816,"[767, 1487]"
2817,"[768, 365]"
2818,"[768, 1444]"
2819,"[768, 1450]"
2820,"[768, 1458]"
2821,"[768, 1496]"
2822,"[768, 1520]"
2823,"[769, 1692]"
2824,"[770, 4]"
2825,"[770, 20]"
2826,"[770, 34]"
2827,"[770, 120]"
2828,"[770, 156]"
2829,"[770, 160]"
2830,"[770, 264]"
2831,"[770, 328]"
2832,"[770, 392]"
2833,"[770, 425]"
2834,"[770, 466]"
2835,"[770, 535]"
2836,"[770, 540]"
2837,"[770, 618]"
2838,"[770, 664]"
2839,"[770, 1424]"
2840,"[770, 1606]"
2841,"[770, 1660]"
2842,"[770, 1791]"
2843,"[770, 1819]"
2844,"[770, 1903]"
2845,"[770, 2088]"
2846,"[770, 2259]"
2847,"[770, 2396]"
2848,"[770, 2422]"
2849,"[770, 2539]"
2850,"[770, 2568]"
2851,"[770, 2575]"
2852,"[770, 2591]"
2853,"[770, 2625]"
2854,"[770, 2659]"
2855,"[770, 2929]"
2856,"[770, 2938]"
2857,"[770, 3020]"
2858,"[770, 3026]"
2859,"[770, 3032]"
2860,"[770, 3040]"
2861,"[770, 3097]"
2862,"[770, 3109]"
2863,"[770, 3117]"
2864,"[770, 3133]"
2865,"[770, 3142]"
2866,"[770, 3164]"
2867,"[771, 525]"
2868,"[771, 2239]"
2869,"[772, 310]"
2870,"[772, 1278]"
2871,"[773, 593]"
2872,"[773, 815]"
2873,"[773, 820]"
2874,"[773, 823]"
2875,"[773, 827]"
2876,"[773, 830]"
2877,"[773, 1074]"
2878,"[773, 1085]"
2879,"[773, 1091]"
2880,"[773, 1104]"
2881,"[773, 1114]"
2882,"[773, 1123]"
2883,"[773, 1135]"
2884,"[773, 1148]"
2885,"[773, 1150]"
2886,"[773, 1152]"
2887,"[773, 1156]"
2888,"[773, 1158]"
2889,"[773, 1160]"
2890,"[773, 1169]"
2891,"[773, 1181]"
2892,"[773, 1190]"
2893,"[773, 1199]"
2894,"[773, 1206]"
2895,"[773, 1214]"
2896,"[773, 1220]"
2897,"[773, 1221]"
2898,"[773, 1567]"
2899,"[773, 2774]"
2900,"[773, 3096]"
2901,"[774, 241]"
2902,"[774, 259]"
2903,"[774, 297]"
2904,"[774, 2052]"
2905,"[774, 2180]"
2906,"[775, 58]"
2907,"[775, 66]"
2908,"[775, 74]"
2909,"[775, 94]"
2910,"[776, 777]"
2911,"[776, 1271]"
2912,"[777, 2830]"
2913,"[778, 2292]"
2914,"[779, 478]"
2915,"[779, 2009]"
2916,"[779, 2017]"
2917,"[780, 2215]"
2918,"[781, 1755]"
2919,"[782, 1639]"
2920,"[783, 311]"
2921,"[784, 2069]"
2922,"[785, 1977]"
2923,"[786, 198]"
2924,"[786, 517]"
2925,"[786, 552]"
2926,"[786, 1438]"
2927,"[786, 1499]"
2928,"[786, 1707]"
2929,"[786, 1752]"
2930,"[786, 1907]"
2931,"[786, 1938]"
2932,"[786, 1953]"
2933,"[786, 1973]"
2934,"[786, 2063]"
2935,"[786, 2228]"
2936,"[786, 2289]"
2937,"[786, 2312]"
2938,"[786, 2323]"
2939,"[786, 2331]"
2940,"[786, 2369]"
2941,"[786, 2471]"
2942,"[786, 2613]"
2943,"[786, 2728]"
2944,"[786, 2850]"
2945,"[786, 2879]"
2946,"[787, 2310]"
2947,"[788, 2441]"
2948,"[789, 178]"
2949,"[790, 2877]"
2950,"[791, 2843]"
2951,"[792, 883]"
2952,"[793, 1491]"
2953,"[794, 2889]"
2954,"[795, 2111]"
2955,"[795, 2840]"
2956,"[795, 2894]"
2957,"[796, 630]"
2958,"[796, 909]"
2959,"[796, 1050]"
2960,"[796, 1077]"
2961,"[796, 1094]"
2962,"[796, 1107]"
2963,"[796, 1117]"
2964,"[796, 1126]"
2965,"[796, 1138]"
2966,"[796, 1163]"
2967,"[796, 1172]"
2968,"[796, 1184]"
2969,"[796, 1193]"
2970,"[796, 1202]"
2971,"[796, 1209]"
2972,"[796, 1217]"
2973,"[797, 332]"
2974,"[797, 607]"
2975,"[797, 656]"
2976,"[798, 2594]"
2977,"[799, 3123]"
2978,"[800, 324]"
2979,"[800, 531]"
2980,"[800, 2035]"
2981,"[800, 2064]"
2982,"[801, 2148]"
2983,"[802, 2886]"
2984,"[803, 1130]"
2985,"[804, 2738]"
2986,"[804, 2765]"
2987,"[804, 2779]"
2988,"[804, 2789]"
2989,"[804, 2799]"
2990,"[805, 2166]"
2991,"[806, 174]"
2992,"[807, 2884]"
2993,"[808, 807]"
2994,"[808, 851]"
2995,"[808, 1098]"
2996,"[808, 1132]"
2997,"[808, 1310]"
2998,"[808, 1335]"
2999,"[809, 1742]"
3000,"[809, 1890]"
3001,"[809, 1922]"
3002,"[809, 1925]"
3003,"[809, 1978]"
3004,"[809, 1982]"
3005,"[809, 2034]"
3006,"[809, 2037]"
3007,"[809, 2140]"
3008,"[809, 2234]"
3009,"[810, 111]"
3010,"[810, 1449]"
3011,"[810, 1503]"
3012,"[810, 1955]"
3013,"[810, 2089]"
3014,"[810, 2326]"
3015,"[810, 2377]"
3016,"[810, 2874]"
3017,"[811, 314]"
3018,"[811, 317]"
3019,"[811, 545]"
3020,"[811, 2720]"
3021,"[812, 556]"
3022,"[813, 455]"
3023,"[814, 597]"
3024,"[815, 89]"
3025,"[816, 84]"
3026,"[817, 457]"
3027,"[817, 1457]"
3028,"[817, 2816]"
3029,"[818, 599]"
3030,"[819, 1479]"
3031,"[820, 542]"
3032,"[821, 603]"
3033,"[822, 32]"
3034,"[822, 469]"
3035,"[823, 1426]"
3036,"[824, 1528]"
3037,"[825, 2766]"
3038,"[826, 2400]"
3039,"[827, 133]"
3040,"[827, 1897]"
3041,"[828, 2515]"
3042,"[829, 2964]"
3043,"[830, 319]"
3044,"[830, 1783]"
3045,"[830, 1847]"
3046,"[831, 561]"
3047,"[832, 1490]"
3048,"[833, 2780]"
3049,"[833, 2790]"
3050,"[833, 2800]"
3051,"[834, 2966]"
3052,"[834, 2971]"
3053,"[835, 2973]"
3054,"[835, 2978]"
3055,"[836, 2980]"
3056,"[836, 2985]"
3057,"[836, 2987]"
3058,"[836, 2992]"
3059,"[837, 2994]"
3060,"[837, 3000]"
3061,"[838, 1470]"
3062,"[839, 127]"
3063,"[839, 504]"
3064,"[839, 1777]"
3065,"[840, 627]"
3066,"[841, 1553]"
3067,"[842, 329]"
3068,"[843, 566]"
3069,"[844, 336]"
3070,"[845, 339]"
3071,"[846, 342]"
3072,"[847, 345]"
3073,"[848, 348]"
3074,"[849, 351]"
3075,"[850, 354]"
3076,"[851, 81]"
3077,"[852, 123]"
3078,"[852, 136]"
3079,"[852, 145]"
3080,"[853, 357]"
3081,"[854, 1506]"
3082,"[855, 571]"
3083,"[856, 360]"
3084,"[857, 364]"
3085,"[858, 366]"
3086,"[859, 369]"
3087,"[860, 2128]"
3088,"[861, 299]"
3089,"[862, 185]"
3090,"[862, 279]"
3091,"[863, 71]"
3092,"[864, 100]"
3093,"[864, 2499]"
3094,"[865, 375]"
3095,"[866, 577]"
3096,"[867, 129]"
3097,"[867, 140]"
3098,"[867, 149]"
3099,"[868, 508]"
3100,"[868, 1516]"
3101,"[868, 2697]"
3102,"[869, 79]"
3103,"[869, 202]"
3104,"[870, 125]"
3105,"[871, 1486]"
3106,"[872, 131]"
3107,"[873, 378]"
3108,"[874, 581]"
3109,"[875, 381]"
3110,"[876, 388]"
3111,"[877, 393]"
3112,"[878, 397]"
3113,"[879, 400]"
3114,"[879, 498]"
3115,"[879, 2512]"
3116,"[879, 2820]"
3117,"[880, 586]"
3118,"[881, 403]"
3119,"[882, 407]"
3120,"[883, 410]"
3121,"[884, 413]"
3122,"[885, 418]"
3123,"[886, 55]"
3124,"[886, 211]"
3125,"[887, 426]"
3126,"[887, 2715]"
3127,"[888, 590]"
3128,"[889, 2739]"
3129,"[890, 91]"
3130,"[890, 229]"
3131,"[891, 2577]"
3132,"[892, 138]"
3133,"[892, 147]"
3134,"[893, 432]"
3135,"[893, 2907]"
3136,"[894, 592]"
3137,"[895, 439]"
3138,"[896, 442]"
3139,"[897, 447]"
3140,"[898, 452]"
3141,"[899, 63]"
3142,"[899, 216]"
3143,"[900, 87]"
3144,"[901, 142]"
3145,"[901, 151]"
3146,"[902, 702]"
3147,"[902, 705]"
3148,"[902, 710]"
3149,"[902, 720]"
3150,"[902, 728]"
3151,"[902, 735]"
3152,"[902, 740]"
3153,"[902, 744]"
3154,"[902, 750]"
3155,"[902, 753]"
3156,"[902, 757]"
3157,"[902, 765]"
3158,"[902, 774]"
3159,"[902, 790]"
3160,"[902, 816]"
3161,"[902, 824]"
3162,"[902, 831]"
3163,"[902, 844]"
3164,"[902, 894]"
3165,"[902, 899]"
3166,"[902, 2965]"
3167,"[902, 2972]"
3168,"[902, 2979]"
3169,"[902, 2986]"
3170,"[902, 2993]"
3171,"[903, 3118]"
3172,"[903, 3120]"
3173,"[903, 3122]"
3174,"[903, 3124]"
3175,"[903, 3126]"
3176,"[903, 3128]"
3177,"[903, 3134]"
3178,"[903, 3136]"
3179,"[903, 3138]"
3180,"[904, 1704]"
3181,"[905, 126]"
3182,"[905, 132]"
3183,"[906, 134]"
3184,"[907, 128]"
